sailnumber	name	type
NOR/NOR15558	Pamina	Wauquiez Opium 39
NOR/NOR13705	Pan 9	FIRST 40.7 grunn k
CRO/CRO2450	Pancho 1	Elan Impression 50
NED/GBR8876	Panther	J-105
RSA/SA3786	Pants on Fire	J-105
CRO/CRO1824	Papa	Elan 350
AUT/AUT066	Papagena	Grand Soleil 37 BC
NED/NED6822	Papauw	First 36.7 SD
NOR/NOR4246	Papillon	ALBIN 78 CIRRUS
NOR/NOR13502	Papillon	ELAN 37 DK
NED/NED6801	Paradiso	Grinde820x1.70
NOR/NOR7908	Passe Gal	FENIX
AUS/7130	Passion X	Didi 40 Cr 
RSA/SA103	Patches	Miura
NOR/NOR11221	Patos	Bavaria 46 CRUISER
USA/USA25	Patriot	FARR 30
NOR/NOR335	Paulus	TRISS MAGNUM
NOR/NOR14986	Pax	X-362 SPORT
ISR/ISR220	Peach	Fist 21.7
NED/NED3995	Pebbles	8M one design
NOR/NOR12408	Pedro	Hanse 370E
ISR/ISR453	Pegasus	Dufour Classic 45
NED/NED7791	Penny-wise	Dehler 34
NED/NED8022	Pentasail	Nautiner 30S
NOR/NOR11101	Pepita	FIRST 40.7
NOR/NOR9490	Petra	BAVARIA 34
NLS/NED6529SH	Pg 2	Grand Soleil 40
RSA/SA762	Phantom	Farr 38 [mod]
RSA/SA3782	Phezulu	Fast 42
SUI/SUI241	PhoeniX	X-35SD
SUI/SUI241O	PhoeniX-O	X-35SD
RSA/RSA11	Phoenix	TP 52
NED/NED8631	Phoenix	Optio 9
HKG/HKG9	Phoenix	Magic 25
SUI/SUI241O	Phoenix-O	X-35SD
NED/NED8477	Pi Squared	First 47.7
NOR/NOR8823	Piano	MAXI 380+
NED/NED8103	Picasso	Dynamic 2000
AUS/5069	Pick Pocket	Pocket Rocket 22
NED/NED6869	Pier 10	Comfortina 42x2.10
NED/NED8593	Pippiquax	Waarschip 8.7
AUS/8033	Pistol Dawn	Young 88
CRO/CRO2391	Pixel	More 55
ISR/ISR331	Pleiades	Oceanis 331
NED/NED9038	Plevier	Dehler 38C
NOR/NOR11590	Pluto	FIRST 40.7
KOR/KOR1000	Podium	SOTO 40
SLO/SLO1050	Pogaze	POGO 10.50 LK
NED/NED8435	Polaris III	First 29
NOR/NOR12094	Pole Pole	Delphia 33
POL/POL12262	Polled 2	Cobra 33
NOR/NOR15651	Poniente	Sun Od 479
NOR/NOR15524	Pool Panther	Seascape 24
NED/NED3160	Popov	Salona 45
AUT/AUT	Predator Z	SLY 47
NED/NED8727	Primo Volente	FIRST 375 (SK)
NED/BEL516	Prince de Pétarcq	Oyster 41
NOR/NOR7008	Princess Leia	DEHLER 38
NOR/NOR2682	Priscilla	BAKKE 26
NED/NED8936	Privateer	Duetta 860 
NOR/NOR14011	Prunus	Hanse 320 -1009
NOR/NOR9983	Pulverheksa	CB 365
CRO/CRO1901	Punch	Salona 38
NED/NED8639	Pur Sang	Sun Odyssey 36i
NED/NED230	Pura Vida	Ecume de Mer
RSA/RSA190	Pure Magic	J-27
NOR/NOR5	Pus	52 KVM KRYSSER
KOR/KOR3313	Pyeong Taek Angels	FIRST 40.7
ITA/ITA2533	QQ7	VISMARA 41
ITA/ITA149	QQ7	FARR 53
ITA/ITA16785	QUANTUM	PROTO
RUS/RUS4173	QUANTUM GT	RC 44 OD
ESP/ITA11577_C	QUARTER GINTONIC	QUARTER TONER
GRE/GRE1167	QUASAR-EUMARIA	FIRST 305
GER/GER4687	QUATTRO	X-332
ITA/ITA4552	QUATTROGATTI	COMET 45S
NED/NED6006	QUEEN OF HEARTS	Dehler 36 CWS 1.55
ESP/ESP7430_C	QUEN VAI	RO 330 SD
NOR/NOR14042	QUINAYA	XC 42
ITA/ITA15259	QUINTAPIENA	BLU SAIL 24
GER/GER6471	QUIRON	J-97
ESP/ESP4224	QUIRON	J.O.D. 35
ITA/ITA15444	QUOTA ZERO	RIMAR 44.3
NOR/NOR9770	Quadriga	FIRST 40.7
NED/NED5783	Que Guapa	X-332
CRO/CRO1902	Quebec	Elan 350
NED/NED5636	Quest	Dehler 25
NED/NED7891	Quintessens	First 31.7
NED/NED7854	Quinto	Sun Fast 36
HKG/HKG026	R2B2	Magic 25
FRA/FRA44438	R2D2	SUN FAST 3200 R2
NED/NED483	RACEBEVER	Albin Nova
FRA/FRA19730	RACKHAM	SPACE 30
NED/NED2609	RACYKALTRANT	GK 24 * 1.52
FRA/FRA6408	RADICAL CONCEPT	YOUNG 11 Mod
ESP/ESP5593_C	RAFAELA	WIND 44 J
ESP/ESP4639	RAFAGAS II	FIRST 33.7
GRE/GRE888	RAFFICA DI VENTO	IMX-40
ITA/NED4308	RAFFICA II	DEHLER 39 SD
AUS/AUS70	RAGAMUFFIN	Farr 50
NED/NED6249	RAGAZZI	Banner 41
ITA/ITA17333	RAGGIO DI SOLE	SALONA 41
JPN/JPN6210	RAIA	YOUNG99 MOD
ITA/ITA17345	RAJETA	FIRST 31.7
ITA/ITA2205M22	RANDOM	MONO 22
GER/GER6818	RAPID RELIEF	DEHLER 41
TUR/TUR25001	RAPIDO	PLATU 25
ITA/ITA15666	RAPTUS	BONIN 31
GER/GER3767	RAROTONGA	SWAN 46
GER/GER7569	RASMUS	DYNAMIC 43
NED/NED28	RASPA	Mazurka
ITA/ITA008UFO22	RATAPLAN	UFO 22
ESP/ESP9400	RATS ON FIRE	SWAN 45
ITA/ITA16616	RATS ON FIRE	ILC 40
USA/USA2604	RATTLE AND RUM	GP 26
GER/GER7040	RATZFATZ 3	JPK 38 FC
SUI/SUI27	RAYA	X-35SD
SUI/SUI27O	RAYA-O	X-35SD
ESP/ESP7071_C	RAYGRASS III	DUFOUR 34
NED/NED2550	RAZENDE BOL	TREWES 35
ITA/ITA13360	RAZZA CLANDESTINA	FIRST 40.7
ITA/ITA14123	RE ARTU' II	FIRST 31.7
ITA/ITA1040	REBEL	FIRST 40'
ITA/ITA15010	REBYONE	COMET 45 S
ARG/ARG4485	RECKLESS TOO	PANDORA 34
ITA/ITA153M20	RED CROW	MELGES 20
ESP/ESP6969	RED DEVIL	FIRST 44.7
POR/GBR6510T	RED RUTH	RUSTLER 42
ESP/FRA34883	RED SHARK	A 35
NED/NED6775	REDAN	Dehler 39
AUS/SA388	REDJAM	YOUNG 8.8
ITA/ITA10721	REGINA	COMET 12
FRA/FRA38078	REIVILO	FIRST 30 (2010) DK
GER/GER5032	RELAEXX	X-332
GER/GER5404	RELAX	X-43
GER/F482	RELAXED RABBIT	FOLKEBOOT
USA/60848	RELOAD	Unknown
ITA/MLT630	REMAX ONE	HANSE 630e
ESP/ESP7272_C	RENEGADE	GRAND SOLEIL 45
SUI/SUI160	RENNFIX	Dehler 25
ITA/ITA14689	RENOIR	GRAND SOLEIL 40
ITA/ITA16082	RENOVATIO	SLY 42
ESP/ESP982_C	RESACA	J 80
GER/GER5542	RESOLUTE	BAVARIA 42 MATCH D
AUS/PC100	RESTLESS	CAPE 35
ESP/ESP2937	RETI	FIRST 35S5 (DK)
EST/EST703	REVAL CAFE	Salona 38 ibc
ITA/ITA16800	REVE DE VIE	GRAND SOLEIL 43 R
AUS/8126	REVERIE	FIRST 40.7
ITA/ITA213X35	REWIND	X-35 OD
GER/GER7508	RHE	ARCONA 400
GER/GER6601	RHEPRO 21	RHEPRO 21
GRE/F7850	RIC ET RAC	DUFOUR 31
NED/NED4669	RIETJE	Banner 41
ESP/ESP2903_C	RIGEL	PROTOTIPO 3/4 TON
GER/GER7218	RIGHT NOW	SEASCAPE 27
AUS/NZL8008	RIKKI	REICHEL PUGH 42
ITA/ITA7000	RIKKY 3	FIRST 44.7
ITA/ITA1001	RISING SUN	SUN FAST 40
AUS/5944	RISK	Sydney 38
ITA/ITA9472	RITMO	C-41
AUS/52000	RKO	TP52
ESP/ESP7162	RO YACHTS CLUB	RO 340
ITA/ITA17142	ROBADAMATTI	ELAN 410 SD
ITA/ITA14045	ROBELJO	FIRST 31.7
ITA/ITA23098	ROBIROBY	DUFOUR 310 GL
ITA/ITA252	ROBY & 14	FARR 40
ESP/ESP7396	ROCH	TP52
ESP/ESP10387_C	ROCK AND ROLL	DEHLER 34
BRA/BRA2242	ROCKET POWER	ROCKET 28
GER/GER5900	ROEDE ORM	ELAN 40
ESP/GBR9009	ROGUE WAVE	LIGHTWAVE 395
ITA/ITA14764	ROMA	FIRST 31.7
ESP/ESP8451_C	RONDALLA III	FIRST 35S5 (BK)
ITA/ITA102UFO22	RONIN	UFO 22
ITA/ITA17243	RONZINANTE	COMET 33
JPN/JPN6678	ROOT	HUNTER 306
ESP/ITA14478	ROPIT IV	GRAND SOLEIL 40 C
NOR/NOR14456	ROSA	HR 342
GRE/GRE931	ROSA F	CARTER 33
ITA/ITA17280	ROSA VELATA	DUFOUR 350 GL
ITA/ITA264	ROSMARINE 2	GRAND SOLEIL 46 BC
ITA/GBR880X	ROSSKO	JPK 10.80
GER/GER372	ROTHAUT	ELVSTROEM 32 MOD.
FRA/FRA32	ROUTES DU LARGE	INM 40
ITA/ITA14233	ROXANNE	X-332 SPORT
GER/GER6980	ROXY	X-412 MK2
GRE/GRE1613	ROZA II	FIRST 405
ESP/ESP10492_C	RUAJ	RO 300
GER/GER6025	RUBIX	X-332
AUS/10410	RUBY	Dufour 410 GL
GER/ORC1070	RUDEN	FLIRT
BRA/BRA2490	RUDÁ	FIRST 40'
SUI/SUI149	RUF rot	11m OD
GER/GER6335	RUNGHOLT	DEHLER 35
RUS/RUS841	RUS841	RG650
GRE/GRE144	RUSH	ONE-OFF
NOR/NOR11843	Rabbagast	First 34.7
NED/NED7119	Ragazza	Sprinta Sport
NOR/NOR12392	Ragnhild	First 31.7 LR
CRO/CRO1613	Ramande	Salona 42
CAN/CAN3854	RambunXious	XP 38
NED/NED7788	RamiroX	X-43
NOR/NOR14834	Randafloga	Bavaria 40 Cruiser
NOR/NOR203	Ranegutt II	X-35 OD
NOR/NOR15701	Raphael	Koral 46
NED/NED4463	Rapketel	Shamrock 30
NOR/NOR7946	Rassker	1/4 TON ONE OFF
RSA/RSA84	Ray of Light	First 44.7
SUI/SUI2	ReLiVi	LAGO 26
RSA/SA2996	Reaction	RCOD
NOR/NOR10028	Ready lady	Blusail 24
NED/NED7494	Rebbons	Beluga 40
NOR/NOR14886	Rebell	Sun OD 36i Perform
GER/GER7626	Rebellion	First 35 
NED/NED8742	Reco	SUMMIT 35
NED/Ned9111	Red Herring	J-111
HKG/HKG025	Red Herring II	Magic 25
NED/NED8950	Red King	Contest 31 HT 
CRO/CRO1915	Red Wine	Salona 38
CAN/CAN3004	Redrob	C&C30 one design
RSA/SA505	Regardless	Simonis 35
RSA/RSA4585	Regardless 2	Farr 40
NOR/NOR10272	Regina II	FIRST 36.7
CRO/CRO2599	Relax	More 55
FIN/FIN11134	Relax	X-34
AUT/AUT741	Release	Salona 41
NED/BEL1984	Repoman	Swan 44 S&S
AUS/8126	Reverie	First 40.7
AUS/7079	Revolver	Ritchie 38
HKG/HKG1301	Ricochet	GP 26
ISR/ISR473	Rimon	Oceanis 473
NED/NED8034	Rixt	X-34
NED/NED7440	Roaring Again	Lutra 40 Open
NOR/NOR1344	Robberinnen	Robber 3E
RSA/SA4248	Rocket	Rocket 55
NOR/NOR15028	Rocket Dog	First 40.7
RSA/SA858	Rockstar	FARR 38
NOR/NOR14950	Rocky	Dufour 34 Performa
NOR/NOR11782	Rocky Ocean	one off
NED/NED8849	Roelien	Dehler 37 Cws
CRO/CRO1904	Romeo	Elan 350
ISR/ISR3712	Roni 1	Hanse 371
NED/NED8816	Rosco	First 27.7
NED/NED7307	Rosetta from the Rocks	Dehler 36
AUT/AUT31	Rosinante	FIRST 31.7
NOR/NOR6382	Rossi	DIVA 39
NLS/NED7513SH	Rosy Maes	Stadt 34
NED/NED7513	Rosy Maes	Stadt 34
NED/NED7513SH	Rosy Maes	Stadt 34
RSA/RSA1921	Rotary Scout	Tosca 36 mod.
NED/NED7200	Roxane	First 300 spirit
NOR/NOR8144	Roxanne	X-412
NOR/NOR12212	Rubber Duck	Express 40
NOR/NOR15413	Rubin 4	Dehler 38 13-
NOR/NOR12566	Ruffen	Hanse 400E
CRO/CRO1826	Rum	Salona 38
NOR/NOR288	Runa Regine	MELGES 24 OD
RSA/RSA768	Running with Scissors	J-22 ONE DESIGN
NOR/NOR16000	Rå Glede	HH 42_25-05
NED/GBR3733	Résumé	Limbo 9.9 mod.
ITA/ITASEXTRA	S'EXTRA	XC-45
ESP/ESP7072	S'INDIO III	DUFOUR 40
NOR/NOR15409	S/Y Rasputin	Hallberg Rassy 342
ESP/ESP7997	SA MENUDA	BAVARIA 35 MATCH
ESP/ESP8626	SABARA	SUN FAST 36 MOD
USA/USA53561	SADIE MAE	GRAND SOLEIL 40C
ESP/ESP8323	SAETTA III	GRAND SOLEIL 40 DK
NED/NED5527	SAFFIER	Waarschip 740x1.65
NED/NED8436	SAFFIER 36R	Saffier 36
ITA/ITA60UFO22	SAFRAN	UFO 22
ITA/FRA36893	SAFRAN ROUGE	POGO 10.50 LK
NOR/BRA333	SAGA	One off
ITA/ITA14181	SAGHIR	BAVARIA 44
NOR/NOR14152	SAGITTA V	ELAN 310
ITA/ITA5569	SAGITTARIO	SCIARELLI 55'
FRA/FRA6065	SAGITTARIUS	PROTOTYPE
GRE/GRE49320	SAGITTARIUS	FIRST 30
ITA/ITA15109	SAGOLA 60	J-109 MOD.
SUI/SUI4365	SAIDA	SWAN 65 Ketch
POR/POR8124	SAIL 4 US 	DUFOUR 40
AUS/7709	SAIL EXCHANGE	Cookson 12
ITA/ITA14391	SAIL LA VIE	FIRST 31.7
ESP/ESP10150_C	SAILANDSEA	RO 400 (SK)
ITA/ITA14577	SAILING RACE	GRAND SOLEIL 40 R
NED/NED3384	SAILLANT	DOMP 825
ESP/ESP7505	SAILWAY CUATRO	ELAN 37
GRE/GRE41	SAITA	DROMOR 26
ITA/ITASAKET	SAKETA	CYCLADES 43.3
ESP/ESP10010	SALAO DOS	CYCLADES 43.3
ESP/ESP8258	SALAO TÚ	DEHLER 34
ESP/ESP10466_C	SALAÑO DOS	SUN FAST 36 (IK)
ESP/ESP10288	SALEROSO 2.0	DUFOUR 34
ESP/ESP6946_C	SALITRE	FIRST 44.7
ESP/ESP8765_C	SALSEIRO C	DEHLER 44 SQ
GRE/GRE49418	SALTY	FIRST 35
FRA/FRA44619	SAM	SUN FAST 3200 Sdt
ESP/ESP7548_C	SAMAR II 	AQUADRAC 35 
RUS/RUS4142	SAMBA	Salona 37 RK
ESP/ESP4024	SAMPAIO UNO	FIRST 310
BRA/BRA2192	SAMURAI RIO	IMS 50
BRA/BRA2437	SAN CHICO 3	BB40
ARG/ARG4607	SAN GREGORIO	SOTO 45
ARG/ARG5718	SAN PATRICIO	N 34.5
ARG/ARG3652	SAN SALVADOR	VICTORY 43
ARG/ARG5757	SANDOKAN	FAST 40+
ITA/ITA7636	SANDRA	SANGERMANI 40
ITA/ITA17212	SANGRIA	ELAN 31
ESP/ESP5044_C	SANMER	OCEANIS 350
NOR/NOR12143	SANTA	Landmark 43
GER/GER2466	SANTA CATHARINA	BALLAD
BRA/BRA2477	SANTA FÉ V	DUFOUR 36P
ESP/ITA5511_C	SANTALIA	SWAN 37
USA/USA5454	SANTANA	
FRA/FRA38122	SANTANA	X-442
AUS/M236	SANTANA	SWAN 43
SUI/SUI388	SANTOSHA	Surprise
POR/FRA53003	SAO BERNARDO	SHIPMAN 63
GER/GER6972	SAONA	DEHLER 38 C
ESP/ESP8185	SAONA	DUFOUR 34
FRA/FRA6292	SAPAJOU	J-92 Asym  S/D (3)
SUI/SUI696	SAPHIRA	Hanse 315 DK
ITA/ITA11353	SAPORE DI SALE	FIRST CLASS 12
ESP/ESP7244	SARANTIN II	MALBEC 290 QB
BRA/BRA2275	SARAVAH	CARABELLI 54
GER/XAG1164	SARAY UNO	ZERO 6.5
ITA/ITA17209	SARCHIAPONE FUORISERIE	ITALIA 9.98 F
ESP/NED8208	SASAL	ELAN 350 IK
ESP/ESP1683_C	SASHA UNO	SUN ODYSSEY 36.i 
GER/GER7205	SATURN	SUN ODYSSEY 379
ESP/ESP10372_C	SAUDADE	DEHLER 39 CWS
FRA/FRA38896	SAUTE MOUTONS	FIRST 30 (2010) DK
ITA/ITA9149	SAVANNAH	DULLIA 30
GRE/GRE20	SAXON	MIRAGE 26
ITA/ITA17431	SAYANN	FIRST 40'
USA/USA77	SAYKADOO	J-120
NED/NED5432	SAYONARA	Cruising Sloop
GER/F404012	SAYONARA LIGHT	FARR 40
NED/NED8956	SB 20	SB20 ONE DESIGN
UKR/3598	SB-20	Laser SB3
NED/4545R	SCA Nature	COREL 45
SUI/SUI10	SCACCIAPENSIERI	M 1
ITA/ITA15719	SCACCO MATTO	QUEEN 34
ITA/ITA13428	SCACCO MATTO	FIRST 40.7
AUS/B45	SCAMP	Beneteau First 45
ITA/ITA11790	SCAMPERIX	X-342
ESP/ESP6871	SCAMPI 45	CENTURION 45 S
NED/NED6778	SCANDAGLIO	Sun Fast 37
GRE/GRE1429	SCARLETT	MOODY 42 DS
FRA/FRA39243	SCHEGGIA	SUN FAST 3200 Sdt
ITA/ITA4209	SCHEGGIA	SWAN 42
NED/NED4501	SCHEURIJZER	J-24
GER/GER7544	SCHIFFSCHAUKEL	STORM 26
ITA/ITA11963	SCHIZZO	FIRST 18
GER/GER5008	SCHWARZE WAND	FIRST 31.7
GER/GER6685	SCHÜDDELFROST	HANSE 400E
ITA/ITA350J24	SCIABECCO	J-24
ITA/ITA10958	SCILLA	COMET 12 G
USA/369	SCOOT	J-109
ESP/ESP4809_C	SCORPIO	FIRST 260 SPIRIT
NED/NED6972	SCREWBALL	Hunter Formula 28
ITA/ITA31041	SCRICCA	COMET 38S
ITA/ITA16101	SCURSUNERA	STAG 38
GRE/GRE2862	SEA EMERALD	SWAN 43T
GER/GER7336	SEA LOUNGE	GRAND SOLEIL 39
FRA/FRA37940	SEA PEARL	FIRST 40 SK Rac Al
ITA/ITA13301	SEA WOLF	FIRST 40.7
NED/NED6066	SEA-BERYL	Standfast 40s
ITA/ITA16311	SEABISCUIT AGAIN	GRAND SOLEIL 40 BC
NED/NED5116	SEALION	Waarschip 1220
GBR/GBR082	SEASCAPE DISTRIBUTION UK	Seascape 18
ESP/ESP8154	SEBRALA 2	BAVARIA 50
ITA/ITA17023	SECOND LIFE	MOODY 376
NED/NED3247	SECOND WAVE	ROBBER 3E
ESP/ESP10507_C	SEDIENTO	FANTASIA 27 DL
ESP/ITA12893	SEE YOU	EQUIPE 33
ITA/ITASEEAD	SEEADLER	SOLEADA 34
GER/BOD68	SEEUSOON	XP-38
GER/GER1433	SEHKRAFT	SWAN 44
ITA/ITA05ZERO	SEI UNO ZERO	ZERO
ITA/ITA12408	SELENE	DEHLER 39 CWS
ITA/NED7842	SELENE	SWAN 42
ESP/ESP7506_C	SELENE III	BALTIC 42 DP
ESP/ESP8195_C	SELVY IV	DUFOUR 40
GRE/GRE49592	SEMELE II	FIRST 38
ESP/ESP10221_C	SENY	BAVARIA 36
GER/E85152	SENZA FRENI DUE	ESSE 850
GER/GER7473	SERAFINA	HANSE 470 E
ESP/ESP10435_C	SERAPHIM	RHODES RELIANT 40
ITA/ITA171J24	SERENA	J-24
GRE/GRE1111	SERENDIPITY	FIRST 47.7 SK
ITA/ITA16934	SERENDIPITY 2	H&R 412
GRE/GRE1664	SERENITY	GIN FIZZ
ITA/ITA13032	SETBALL	STARKEL 57'
ESP/ESP7777_C	SETEBELLO	PROTOTIPO IMS 45
GER/GER6535	SEVELINA 2	FIRST 35
FRA/FRA36752	SEVEN MANI	FIRST 40 DK Rac Ca
FRA/FRA22344	SEVEN SPIRIT	SURPRISE MK2
ITA/ITA13388	SEXY	X-332
ITA/ITA14669	SFERIKA	FIRST 31.7
ESP/ESP10451_C	SHACKLETON	SUN 2000
AUS/M16	SHAKTI	ROGERS 46
ESP/ESP7815	SHAMAL	GRAND SOLEIL 37 BC
ITA/ITA16043	SHANGRI-LA IIø	COMET 1050
SUI/SUI1	SHANNON	Hanse 301
JPN/JPN150	SHARK X	VITE 31
ITA/ITA978	SHAULA	GRAND SOLEIL 40 M.
ESP/GBR302	SHAZAM	MUMM 30
AUS/4527	SHE'S APPLES II	JARKAN 12.5 NEW K 
ITA/ITASHEDS	SHEDSEA	SCIACCHETRA'
ITA/ITA17279	SHERAA	SWAN 42
ITA/ITA14367	SHERE KHAN - VAIMO'	FIRST 36.7 MOD.
ITA/ITA17058	SHIDE	FIRST 36.7
SUI/SUI786	SHIRI	Varianta K4
GER/GER6648	SHOOTING STAR	J/V 38 ONE OFF
AUS/8338	SHOWTIME	KER 40
AUS/8338	SHOWTIME	KER 40
GRE/GRE49365	SIBA	MAXI 84
GRE/GRE4942	SIBYLLA	EYGTHENE 24
ITA/ITA12867	SICA	SUN LIGHT 31
GER/GER6228	SIDEKICKS	X-332
GRE/GRE1757	SIESTA	BAVARIA 34
SUI/SUI157	SILENZIO !!!	Banner 28
ESP/ESP4626	SILKE	FIRST 33.7 
EST/EST407	SILVA	First 36.7
ITA/ITA12906	SILVER AGE	COOKSON 12M
ITA/ITA11145	SILVER BULLET	GRAND SOLEIL 343
ESP/ESP8764_C	SIMBAD VI	FIRST 25.7
NOR/NOR10839	SIMETRA	Sun Od 35
ITA/ITA252SOL	SINDBAD	SOLING OD
ITA/ITA14949	SIR BISS	SYDNEY 39
GRE/505	SIRA	HANSE 505 (T-keel)
ESP/ESP10510_C	SIRIMIRI	SUN ODYSSEY 45
ESP/ESP2586	SIRIUS IV	PROTO IOR ONE TON
ESP/ESP7352	SIRIUS VI	TP52
ESP/ESP10345	SIRPI	FIRST 35
ITA/ITA15147	SIV CUBE	JOD 35 ONE DESIGN
GER/GER4897	SIXTYFOUR	X-302 MK II
NED/NED90	SIXpack	X-35
ITA/ITA14337	SJOROVARJENNY	COMFORT 34
AUS/AUS32	SKAGERAK	International 5.5m
ITA/ITA17343	SKIP INTRO	SUN FAST 3600
ESP/ESP481_C	SKIPPER SAIING CLUB	FARR PLATU 25
FRA/FRA9038	SKIPTON	PROTO 1/2 TON 1983
SWE/GER7465	SKJÖLD	Arcona 465
FRA/FRA14177	SKREALING	SPRINT 95 9/10
GER/GER7628	SKROLLAN	OMEGA 28
ESP/NED7709	SLAINTE	SALONA 37 DK
JPN/JPN6628	SLAINTE MHATH	Xp-38  
ESP/ESP6353	SLICK	GRAND SOLEIL 40 SD
NOR/NOR10292	SLIM	SAFIR
FRA/FRA6120	SLOUGHI	FIRST 40
USA/USA119	SLUSH FUND	J-111 ODR
ITA/ITA17064	SLY 38	SLY 38
ITA/ITA14114	SLY FOX	X-332 SPORT
ISR/ISR376	SLYD	Varianta 37
ESP/ESP8875_C	SMAKU	Bavaria 34 1.90
ESP/ESP7821_C	SMEIS	DEHLER 34
NOR/NOR215	SMILEY	J-80 OD
GER/GER5166	SMILLA	LUFFE 43
AUS/421	SMUGGLER	ROGERS 46
ESP/ESP984	SND CORMORAN	J80
ESP/ESP9795_C	SNOOKER UNO	DUFOUR 425 
NED/NED6303	SNOOPY	Dehler 39 WK
ITA/ITA8530	SOB SOB	STAG 24
NED/NED5706	SODRA ENDE	Sweden 36 wingkeel
ITA/ITA24004	SOFFIONE	ESTE 24 OD
GRE/GRE029	SOFIA	OHLSON 29
ITA/ITA16142	SOFT	DUFOUR 40 P
ITA/ITASOGNOU	SOGNO 1	HANSE 350
GRE/GRE1040	SOKRATIS P.	GIB SEA 920
ITA/ITA9655	SOLARIS	SOLARIS 36
GER/GER6851	SOLCONIA	SALONA 37 RK
ITA/ITA8988	SOLE DI GIADA	CANADOS 37 R
ITA/ITASOLEI	SOLEIL D'OR	FIRST 35
SUI/SUI4	SOLIDAGO	M 2
SUI/SUI106	SOLINO	ESSE 850
ITA/ITA337J24	SOLINO	J-24
ITA/ITASOLO	SOLO	FIGARO
ESP/ESP6893_C	SOLPOR	ASTRAEA 295
NED/NED8540	SOLSKEN	SunShine38
NED/NED2610	SOLUTION TOO	Solution (Mod)
AUS/3242	SOLUTIONS	DEHLER 41DB
GER/GER6939	SOMETHING HOT	DEHLER 38 C
ESP/ESP7848	SOMNI	GRAND SOLEIL 43 BC
KOR/KOR5555	SONIC	GP 42
SUI/SUI408	SONNENKÖNIG	FARR 400
NOR/NOR15666	SONS OF HURRICANES	Sinergia 40
GRE/GRE1417	SOPHIA	CONTESSA 25
ITA/FRA44161	SOPHIBIANT	M-34
ITA/ITA17207	SOPHIE	HANSE 301
GER/GER7090	SOPHUS	X-332
FIN/FIN11826	SOPU DOS	Azuree 41
ITA/ITA16545	SORA LELLA	FIRST 34.7
BRA/BRA2287	SORSA III	FARR 51
TUR/TUR25005	SOS 1	PLATU 25 OD
TUR/TUR25006	SOS 3	PLATU 25 OD
GRE/GRE1232	SOTIRIS JUNIOR	NEREIS 30
ITA/ITA1705	SOTTO SOPRA 2.0	GRAND SOLEIL 47 N.
ITA/ITA14668	SOTTO VUOTO	DUFOUR 34
ESP/BEL1231_C	SOULEIAS	DUFOUR 40 SK
ITA/ITA17127	SOUND OF SILENCE	BONIN 358
GBR/GBR719	SOUNDBITE	Sonar
ITA/ITA16406	SOUTH KENSINGTON	FIRST 35
RUS/RUS4134	SOUTHERN  BREEZE	JEANNEAU   JOD 35
ESP/ESP2966_C	SPA PRIMERO	PROTOTIPO 3/4 TON
ITA/ITA24078	SPAGHETTI WESTERN	ESTE 24
ESP/ESP9977	SPANIARD	GRAND SOLEIL 50 DK
ITA/ITA11495	SPEEDY	SURPRISE
GER/GER4999	SPEEDY GONZALES	DEHLER 39/1.95M
SUI/SUI8	SPEEDY GONZALEZ	Ultimate 20
FRA/FRA43625	SPHENOIDE	BULLIT
ITA/ITASPICS	SPICA	ETAP 34 S
GER/GER7018	SPINDRIFT	CATALINA 34 MK I
GER/GER5905	SPINDRIFT	DUFOUR 40
ITA/ITA17083	SPIRIT	CROSS 31
ITA/ITA190X35	SPIRIT OF NERINA	X-35 OD
ITA/ITA13756	SPIRIT OF RED MULLET	FIRST 31.7
ITA/ITA4040	SPLASH	GRAND SOLEIL 40
USA/USA95	SPOOKIE	TRANSPAC 52
NED/NED2696	SPOOM	Waarschip 1/4 x1.5
GER/GER6810	SPORTHOTEL	DEHLER 38 C
ITA/ITA15071	SPRITS	FIRST 27.7
ITA/ITA16512	SQUALO BIANCO	FIRST 35
ESP/ESP7479_C	SQUID	FIRST 235
GER/GER7374	SQUIFFY	STERN 37
ITA/ITA17121	SQUILLA MANTIS	ALPA SUPERMAICA
ESP/ESP10256_C	SR SMEE	SERVIOLA 23 
NED/NED4944	ST 23	ST 23
AUS/6686	ST JUDE	SYDNEY 47 CR
NED/NED7358	STAG	Comfortina 35
GER/GER3116	STALKER	FIRST 30ES
ESP/ITA16548_C	STAMITZ	SOLARIS ONE 48
BRA/BRA2016	STAND BY ME	ILC 25
ITA/ITA16026	STAND BY ME	DEHLER 36 SQ
ITA/ITASTARFI	STAR FIGHTER	FLYING STAR
GER/X4129	STARDUST	X-41
ITA/ITA14423	STARFLY	RIMAR 44.3
NED/NED1300	STARON	Staron
GER/GER4941	STATIC ELECTRIC	X-362 SPORT
GRE/GRE1528	STAVENTO	MAXI 95
GRE/GRE1843	STELIOS	BAVARIA 44
ITA/ITA15242	STELLA	SYDNEY 46
ITA/ITA3976	STELLA FILANTE	BRENTA 44
ITA/ITA16375	STELLA MARINA	ELAN 310
POR/POR400	STEP IN / ROFF	HANSE 400E
FRA/FRA19349	STER WENN 5	X-442
FRA/FRA9507	STERGANN	A-40 (Int Ballast)
ITA/ITA11034	STERN	HALF TON
SUI/SUI1507	STERNSCHNUPPE 2	COMET 26s FK
